Date,Open,High,Low,Close,Adj Close,Volume
2021-11-01,68.879997,71.230003,64.550003,65.209999,61.325413,97199700
2021-12-01,65.930000,66.620003,60.330002,62.770000,59.030758,120572700
2022-01-01,62.660000,66.059998,58.709999,62.599998,59.300114,134636000
2022-02-01,62.869999,64.480003,56.630001,58.610001,55.520443,114606200
2022-03-01,58.500000,59.279999,43.590000,52.889999,50.101963,190887600
2022-04-01,55.290001,56.560001,46.500000,50.459999,47.800064,147909200
2022-05-01,50.209999,52.529999,45.590000,51.790001,49.059952,134359900
2022-06-01,52.049999,57.080002,50.880001,55.810001,52.868042,158772800
2022-07-01,55.610001,56.259998,49.270000,49.689999,47.335224,110019600
2022-08-01,49.139999,51.930000,47.650002,49.689999,47.335224,108055800
2022-09-01,49.150002,49.330002,42.349998,42.560001,40.543110,99034900
2022-10-01,42.590000,44.990002,35.020000,35.580002,33.893890,123342900
2022-11-01,37.750000,47.419998,36.900002,47.009998,44.782227,145342700
2022-12-01,46.730000,49.500000,46.130001,47.500000,45.249008,109207000
2023-01-01,48.830002,56.299999,48.779999,53.580002,51.804222,136296400
2023-02-01,54.389999,55.020000,47.480000,47.860001,46.273796,88583900
2023-03-01,50.000000,50.610001,46.130001,49.889999,48.236515,102095100
2023-04-01,49.919998,50.130001,46.020000,47.720001,46.138439,70957400
2023-05-01,47.549999,48.220001,42.580002,43.240002,41.806919,80485000
2023-06-01,43.270000,48.240002,43.220001,44.740002,43.257206,80357500
2023-07-01,45.570000,49.939999,43.770000,49.799999,48.602875,84093900
2023-08-01,48.959999,49.090000,42.820000,44.910000,43.830421,91183000
2023-09-01,45.669998,46.439999,42.580002,43.290001,42.249367,56164000
2023-10-01,43.180000,44.570000,40.540001,41.810001,40.804943,71505700
2023-11-01,41.639999,45.240002,41.400002,42.680000,41.654030,90096600
2023-12-01,42.029999,42.320000,38.849998,40.740002,39.760666,107606200
2024-01-01,39.939999,40.310001,35.580002,36.540001,36.540001,113507900
2024-02-01,36.709999,40.200001,35.900002,38.990002,38.990002,91773200
2024-03-01,39.509998,41.180000,38.400002,39.730000,39.730000,78833200
